,Disease Name,DOID,UBERON,Exact Synonyms
1229,amyotrophic lateral sclerosis type 13,0060204,,"['als13', 'amyotrophic lateral sclerosis 13']"
1230,amyotrophic lateral sclerosis type 14,0060205,,"['als14', 'amyotrophic lateral sclerosis 14', 'amyotrophic lateral sclerosis, with or without frontotemporal dementia']"
1231,amyotrophic lateral sclerosis type 15,0060206,,"['als15', 'amyotrophic lateral sclerosis 15', 'amyotrophic lateral sclerosis 15, with or without frontotemporal dementia']"
1232,amyotrophic lateral sclerosis type 16,0060207,,"['als16', 'amyotrophic lateral sclerosis 16']"
1233,obsolete amyotrophic lateral sclerosis type 17,0060208,,[]
1234,amyotrophic lateral sclerosis type 18,0060209,,"['als18', 'amyotrophic lateral sclerosis 18']"
1235,amyotrophic lateral sclerosis type 19,0060210,,"['als19', 'amyotrophic lateral sclerosis 19']"
1236,amyotrophic lateral sclerosis type 20,0060211,,"['als20', 'amyotrophic lateral sclerosis 20']"
1237,amyotrophic lateral sclerosis type 21,0060212,,['als21']
1238,frontotemporal dementia and/or amyotrophic lateral sclerosis-1,0060213,,"['alsftd', 'ftdals1', 'ftdmnd', 'amyotrophic lateral sclerosis and/or frontotemporal dementia', 'frontotemporal dementia and/or amyotrophic lateral sclerosis 1', 'frontotemporal dementia and/or motor neuron disease']"
1239,frontotemporal dementia and/or amyotrophic lateral sclerosis-2,0060214,,"['ftdals2', 'frontotemporal dementia and/or amyotrophic lateral sclerosis 2']"
1240,Balo concentric sclerosis,0060215,,"['balo disease', ""balo's concentric sclerosis"", 'tumefactive multiple sclerosis']"
1241,Cogan syndrome,0060216,,"[""cogan's syndrome"", 'diffuse interstitual keratitis']"
1242,Cogan-Reese syndrome,0060217,,[]
1243,CREST syndrome,0060218,,[]
1244,lymph node adenoid cystic carcinoma,0060219,,['lymph node adenoid cystic cancer']
1245,physical urticaria,0060220,,[]
1246,Maffucci syndrome,0060221,,[]
1247,Scheie syndrome,0060222,,"['mucopolysaccharidosis type 1s', 'mucopolysaccharidosis type is', 'mucopolysaccharidosis type v']"
1248,agraphia,0060223,,[]
1249,atrial fibrillation,0060224,,['a-fib']
1250,3MC syndrome,0060225,,"['craniofacial-ulnar-renal syndrome', 'oculopalatoskeletal syndrome']"
1251,acrofrontofacionasal dysostosis,0060226,,"['affn dysostosis', 'richieri-costa-colletto syndrome']"
1252,Adams-Oliver syndrome,0060227,,['adams oliver syndrome']
1253,intracranial berry aneurysm,0060228,,"['familial aneurysmal subarachnoid hemorrhage', 'familial berry aneurysm', 'familial intracranial saccular aneurysm', 'saccular cerebral aneurysm']"
1254,Baraitser-Winter syndrome,0060229,,[]
1255,basal ganglia calcification,0060230,,['fahr disease']
1256,Bruck syndrome,0060231,,['osteogenesis imperfecta with congenital joint contractures']
1257,branchiootic syndrome,0060232,,"['bo syndrome', 'bor', 'branchiootic dysplasia']"
1258,cardiofaciocutaneous syndrome,0060233,,"['cfc syndrome', 'cardio-facial-cutaneous syndrome']"
1259,Carpenter syndrome,0060234,,['acrocephalopolysyndactyly type ii']
1260,carnitine palmitoyltransferase II deficiency,0060235,,"['cpt-ii', 'infantile carnitine palmitoyltransferase ii deficiency', 'late-onset carnitine palmitoyltransferase ii deficiency', 'lethal neonatal carnitine palmitoyltransferase ii deficiency']"
1261,xanthinuria,0060236,,"['xanthine dehydrogenase deficiency', 'xanthine oxidase deficiency']"
1262,Warburg micro syndrome,0060237,,"['warbm', 'warburg-sjo-fledelius syndrome', 'micro syndrome']"
1263,Van Maldergem syndrome,0060238,,['cerebro-facio-articular syndrome']
1264,Van der Woude syndrome,0060239,,[]
1265,UV-sensitive syndrome,0060240,,[]
1266,3-M syndrome,0060241,,"['le merrer syndrome', 'miller-mckusick-malvaux syndrome', 'yakut short stature syndrome', 'dolichospondylic dysplasia', 'gloomy face syndrome', 'three m syndrome']"
1267,synpolydactyly,0060242,,['syndactyly type 2']
1268,stuttering,0060243,,"['familial persistent stuttering', 'stammering']"
1269,specific language impairment,0060244,,[]
1270,Mast syndrome,0060245,,"['spg21', 'autosomal recessive spastic paraplegia 21', 'autosomal recessive spastic paraplegia type 21', 'hereditary spastic paraplegia 21']"
1271,MASA syndrome,0060246,,"['crash syndrome', 'gareis-mason syndrome', 'l1 syndrome', 'spg1', 'x-linked complicated hereditary spastic paraplegia type 1', 'x-linked corpus callosum agenesis', 'x-linked spastic paraplegia 1', 'hereditary spastic paraplegia 1']"
1272,Smith-McCort dysplasia,0060247,,[]
1273,Simpson-Golabi-Behmel syndrome type 1,0060248,,"['dgsx golabi-rosen syndrome', 'golabi-rosen syndrome', 'sgb syndrome', 'sara angers syndrome', 'simpson dysmorphia syndrome', 'x-linked dysplasia gigantism syndrome', 'bulldog syndrome']"
1274,scoliosis,0060249,0001130,[]
1275,idiopathic scoliosis,0060250,,[]
1276,sclerosteosis,0060251,,[]
1277,sclerocornea,0060252,,['isolated congenital sclerocornea']
1278,scapuloperoneal myopathy,0060253,,[]
1279,Robinow syndrome,0060254,,"['robinow dwarfism', 'acral dysostosis with facial and genital abnormalities', 'fetal face syndrome']"
1280,rippling muscle disease 2,0060255,,['autosomal dominant limb-girdle muscular dystrophy type 1c']
1281,Dowling-Degos disease,0060256,,"['dark dot disease', 'reticular pigment anomaly of flexures']"
1282,dyschromatosis symmetrica hereditaria,0060257,,['reticulate acropigmentation of dohi']
1283,reticulate acropigmentation of Kitamura,0060258,,['rapk']
1284,renal-hepatic-pancreatic dysplasia,0060259,,"[""ivemark's syndrome""]"
1285,ptosis,0060260,,"['blepharoptosis', 'drooping eyelid']"
1286,congenital ptosis,0060261,,[]
1287,gallbladder disease,0060262,0002110,[]
1288,porencephaly,0060263,,[]
1289,pontocerebellar hypoplasia,0060264,,['pch']
1290,pontocerebellar hypoplasia type 1A,0060265,,[]
1291,pontocerebellar hypoplasia type 1B,0060266,,[]
1292,pontocerebellar hypoplasia type 2A,0060267,,[]
1293,pontocerebellar hypoplasia type 2B,0060268,,[]
1294,pontocerebellar hypoplasia type 2C,0060269,,[]
1295,pontocerebellar hypoplasia type 2D,0060270,,[]
1296,pontocerebellar hypoplasia type 2E,0060271,,[]
1297,pontocerebellar hypoplasia type 3,0060272,,[]
1298,pontocerebellar hypoplasia type 4,0060273,,[]
1299,pontocerebellar hypoplasia type 5,0060274,,[]
1300,pontocerebellar hypoplasia type 6,0060275,,[]
1301,pontocerebellar hypoplasia type 7,0060276,,[]
1302,pontocerebellar hypoplasia type 8,0060277,,[]
1303,pontocerebellar hypoplasia type 9,0060278,,[]
1304,pontocerebellar hypoplasia type 10,0060279,,[]
1305,primary pigmented nodular adrenocortical disease,0060280,,[]
1306,photosensitive epilepsy,0060281,,"['photogenic epilepsy', 'photoparoxysmal response']"
1307,persistent hyperplastic primary vitreous,0060282,,[]
1308,peeling skin syndrome,0060283,,[]
1309,paroxysmal nocturnal hemoglobinuria,0060284,,[]
1310,parietal foramina,0060285,,"['caitlin marks', 'enlarged parietal foramina', 'hereditary cranium bifidum']"
1311,combined oxidative phosphorylation deficiency,0060286,,[]
1312,cornea plana,0060287,,['flat cornea']
1313,omodysplasia,0060288,,[]
1314,Ohdo syndrome,0060289,,['ohdo blepharophimosis syndrome']
1315,"blepharophimosis-intellectual disability syndrome, SBBYS type",0060290,,"['ohdo syndrome, sbbys variant', 'say-barber-biesecker-young-simpson syndrome']"
1316,oculodentodigital dysplasia,0060291,,['odd syndrome']
1317,X-linked chondrodysplasia punctata 1,0060292,,['chondrodystrophia calcificans congenita']
1318,autosomal dominant chondrodysplasia punctata,0060293,,[]
1319,cold-induced sweating syndrome,0060294,,"['crisponi syndrome', 'sohar-crisponi syndrome']"
1320,complement component 2 deficiency,0060295,,[]
1321,congenital secretory chloride diarrhea 1,0060296,,"['congenital chloride diarrhea finnish type', 'congenital chloride diarrhoea finnish type', 'congenital chloridorrhea', 'congenital secretory chloride diarrhoea 1']"
1322,complement component 4a deficiency,0060297,,[]
1323,complement component 4b deficiency,0060298,,[]
1324,complement component 6 deficiency,0060299,,[]
1325,complement component 7 deficiency,0060300,,[]
1326,type I complement component 8 deficiency,0060301,,[]
1327,type II complement component 8 deficiency,0060302,,[]
1328,complement component 9 deficiency,0060303,,[]
1329,dyschromatosis universalis hereditaria,0060304,,[]
1330,megalocornea,0060305,,"['anterior megalophthalmos', 'congenital anterior megalophthalmia']"
1331,Meier-Gorlin syndrome,0060306,,['ear-patella-short stature syndrome']
1332,autosomal dominant intellectual developmental disorder,0060307,,"['autosomal dominant mental retardation', 'autosomal dominant non-syndromic mental retardation']"
1333,autosomal recessive intellectual developmental disorder,0060308,,"['autosomal recessive mental retardation', 'autosomal recessive non-syndromic mental retardation']"
1334,syndromic X-linked intellectual disability,0060309,,['syndromic x-linked mental retardation']
1335,uvulitis,0060310,,['acute uvulitis']
1336,adenoid hypertrophy,0060311,,"['adenoidal hypertrophy', 'enlarged adenoids']"
1337,angular cheilitis,0060312,,"['angular cheilosis', 'angular stomatitis', 'cheilosis', 'commissural cheilitis']"
1338,tracheomalacia,0060313,,['congenital tracheomalacia']
1339,persistent generalized lymphadenopathy,0060314,,['pgl']
1340,oral hairy leukoplakia,0060315,,['hairy leukoplakia']
1341,orofaciodigital syndrome I,0060316,,"['papillon-leage-psaume syndrome', 'orofaciodigital syndrome 1', 'orofaciodigital syndrome type i']"
1342,lung abscess,0060317,,[]
1343,acute promyelocytic leukemia,0060318,,"['acute myeloblastic leukaemia type 3', 'acute myeloblastic leukemia type 3', 'acute myeloid leukaemia m3', 'acute myeloid leukemia m3', 'acute promyelocytic leukaemia']"
1344,cardiac arrest,0060319,,"['cardiopulmonary arrest', 'circulatory arrest']"
1345,inguinal hernia,0060320,,[]
1346,umbilical hernia,0060321,,[]
1347,mastoiditis,0060322,0001756,[]
1348,breast abscess,0060323,,[]
1349,dental abscess,0060324,,[]
1350,cervical polyp,0060325,,[]
1351,myelomeningocele,0060326,0002240,[]
1352,omphalocele,0060327,,['omphalocoele']
1353,anal fistula,0060328,,[]
1354,ectopic pregnancy,0060329,,['eccyesis']
1355,Rapp-Hodgkin syndrome,0060330,,"['rhs', 'anhidrotic ectodermal dysplasia with cleft lip/palate', 'ectodermal dysplasia syndrome, rapp-hodgkin type', 'ectodermal dysplasia, rapp-hodgkin type']"
1356,mitochondrial complex V (ATP synthase) deficiency nuclear type 2,0060331,,"['mc5dn2', 'neonatal mitochondrial encephalocardiomyopathy due to atp synthase deficiency']"
1357,mitochondrial complex V (ATP synthase) deficiency nuclear type 3,0060332,,['mc5dn3']
1358,mitochondrial complex V (ATP synthase) deficiency nuclear type 4,0060333,,['mc5dn4']
1359,transient neonatal diabetes mellitus,0060334,,[]
1360,autosomal dominant sideroblastic anemia 4,0060335,,[]
1361,3-methylglutaconic aciduria,0060336,,[]
1362,CEDNIK syndrome,0060337,,"['cerebral dysgenesis, neuropathy, ichthyosis and keratoderma syndrome']"
1363,parameningeal embryonal rhabdomyosarcoma,0060338,,[]
1364,chronic atrial and intestinal dysrhythmia,0060339,,['caid syndrome']
1365,ciliopathy,0060340,,[]
1366,agnathia-otocephaly complex,0060341,,"['agnathia-holoprosencephaly-situs inversus syndrome', 'dysgnathia complex agnathia-holoprosencephaly', 'holoprosencephaly-agnathia', 'otocephaly']"
1367,acromelic frontonasal dysostosis,0060342,,[]
1368,glucocorticoid-induced osteoporosis,0060343,,['steroid-induced osteoporosis']
1369,acrodermatitis chronica atrophicans,0060344,,"['herxheimer disease', 'primary diffuse atrophy']"
1370,bacillary angiomatosis,0060345,,[]
1371,Native American myopathy,0060346,,[]
1372,acrorenal syndrome,0060347,,[]
1373,hypoparathyroidism-retardation-dysmorphism syndrome,0060348,,"['hrd syndrome', 'sanjad-sakati syndrome', 'hypoparathyroidism with short stature, mental retardation and seizures']"
1374,"microcephaly with or without chorioretinopathy, lymphedema, or mental retardation",0060349,,"['chorioretinal dysplasia-microcephaly-mental retardation syndrome', 'lymphedema and retinal folds with ficrocephaly and microphthalmos', 'lymphedema, microcephaly and chorioretinopathy syndrome', 'microcephaly lymphedema chorioretinal dysplasia', 'microcephaly, lymphedema, chorioretinal dysplasia syndrome']"
1375,adenine phosphoribosyltransferase deficiency,0060350,,"['2,8-dihydroxyadenine urolithiasis', 'aprt deficiency']"
1376,mitochondrial complex III deficiency nuclear type 2,0060351,,['mc3dn2']
1377,Kleefstra syndrome 1,0060352,,"['9q subtelomeric deletion syndrome', '9q-syndrome', '9q34 deletion syndrome']"
1378,acrofacial dysostosis Cincinnati type,0060353,,[]
1379,Stormorken syndrome,0060354,,"['thrombocytopathy, asplenia and miosis']"
1380,amyotrophic lateral sclerosis type 22,0060355,,"['als 22', 'amyotrohpic lateral sclerosis 22 with or without frontotemporal dementia', 'amyotrophic lateral sclerosis 22']"
1381,Vici syndrome,0060356,,"['immunodeficiency with cleft lip/palate, cataract, hypopigmentation, and absent corpus callosum']"
1382,chylomicron retention disease,0060357,,"['anderson disease', 'cmrd']"
1383,multiple acyl-CoA dehydrogenase deficiency,0060358,,"['mad deficiency', 'madd', 'electron transfer flavoprotein deficiency', 'electron transfer flavoprotein ubiquinone oxidoreductase deficiency', 'glutaric acidemia type 2', 'glutaric aciduria type 2']"
1384,Sakati-Nyhan syndrome,0060359,,"['acps with leg hypoplasia', 'sakati syndrome', 'sakati-nyhan-tisdale syndrome', 'acrocephalopolysyndactyly type iii', 'acrocephalopolysyndactyly type 3']"
1385,hereditary papulotranslucent acrokeratoderma,0060360,,[]
1386,punctate palmoplantar keratoderma,0060361,,['punctate palmoplantar hyperkeratosis']
1387,punctate palmoplantar keratoderma type III,0060362,,"['acrokeratoelastoidosis of costa', 'punctate palmoplantar hyperkeratosis type 3', 'punctate palmoplantar keratoderma type 3']"
1388,glycerol kinase deficiency,0060363,,[]
1389,Galloway-Mowat syndrome 1,0060364,,"['galloway syndrome', 'microcephaly, hiatal hernia and nephrotic syndrome', 'nephrosis-microcephaly syndrome', 'nephrosis-neuronal dysmigration syndrome']"
1390,mandibulofacial dysostosis with alopecia,0060365,,['mfda']
1391,Hennekam syndrome,0060366,,"['hennekam lymphangiectasia-lymphedema syndrome', 'lymphedem-lymphangiectasia-intellectual disability syndrome']"
1392,Parkinson's disease 1,0060367,,"['autosomal dominant parkinson disease 1', ""autosomal dominant parkinson's disease 1""]"
1393,Parkinson's disease 2,0060368,,"['autosomal recessive juvenile parkinson disease 2', ""autosomal recessive juvenile parkinson's disease 2""]"
1394,Parkinson's disease 6,0060369,,"['autosomal recessive early-onset parkinson disease 6', ""autosomal recessive early-onset parkinson's disease 6"", 'early-onset parkinson disease 6']"
1395,Parkinson's disease 7,0060370,,"['autosomal recessive early-onset parkinson disease 7', ""autosomal recessive early-onset parkinson's disease 7""]"
1396,Parkinson's disease 8,0060371,,"['autosomal dominant parkinson disease 8', ""autosomal dominant parkinson's disease 8""]"
1397,Parkinson's disease 15,0060372,,"['parkinsonian-pyramidal syndrome', 'autosomal recessive early-onset parkinson disease 15', ""autosomal recessive early-onset parkinson's disease 15"", 'pallidopyramidal syndrome']"
1398,orofaciodigital syndrome III,0060373,,['sugarman syndrome']
1399,orofaciodigital syndrome IV,0060374,,"['baraitser-burn syndrome', 'ofd4']"
1400,orofaciodigital syndrome V,0060375,,"['ofd5', 'orofaciodigital syndrome thurston type', 'polydactyly, postaxial, with median cleft of upper lip']"
1401,Joubert syndrome with orofaciodigital defect,0060376,,"['ofd6', 'polydactyly cleft lip palate psychomotor retardation', 'varadi syndrome', 'varadi-papp syndrome', 'orofaciodigital syndrome vi']"
1402,orofaciodigital syndrome VII,0060377,,"['ofd7', 'whelan syndrome']"
1403,orofaciodigital syndrome VIII,0060378,,"['edwards syndrome', 'ofd8']"
1404,acrofacial dysostosis,0060379,,[]
1405,orofaciodigital syndrome X,0060380,,"['ofd10', 'orofaciodigital syndrome with fibular aplasia']"
1406,orofaciodigital syndrome XI,0060381,,[]
1407,orofaciodigital syndrome IX,0060382,,"['ofd9', 'orofaciodigital syndrome with retinal abnormalities']"
1408,acrofacial dysostosis Rodriguez type,0060383,,"['acrofacial dysostosis, syndrome of rodriguez']"
1409,"acrofacial dysostosis, Catania type",0060384,,"['opitz mollica sorge syndrome', 'opitz-caltabiano syndrome']"
1410,"acrofacial dysostosis, Patagonia type",0060385,,[]
1411,Chilblain lupus,0060386,,[]
1412,chondrodysplasia Blomstrand type,0060387,,['blomstrand lethal chondrodysplasia']
1413,chromosomal deletion syndrome,0060388,,[]
1414,chromosome 10q23 deletion syndrome,0060389,,[]
1415,distal 10q deletion syndrome,0060390,,"['chromosome 10q26 deletion syndrome', 'distal monosomy 10q', 'monosomy 10qter', 'telomeric deletion 10q', 'terminal chromosome 10q26 deletion syndrome']"
1416,chromosome 13q14 deletion syndrome,0060391,,['deletion 13q14']
1417,chromosome 14q11-q22 deletion syndrome,0060392,,['14q11.2 microdeletion syndrome']
1418,chromosome 15q11.2 deletion syndrome,0060393,,['15q11.2 microdeletion syndrome']
