,biomarker_ID,main_Xref,assesed_biomarker_entity,biomarker_status,best_biomarker_type,specimen_type,loinc_code,condition_name,assessed_entity_type,evidence_source,notes,gene
151,A0281,UPKB:P17813,Endoglin (ENG),increased ENG level,prognostic,urine (UN:0001088),,prostate cancer (DOID:10283),protein,"Elevations in post-DRE urinary endoglin suggest there may be value in further studying endoglin as a urinary biomarker of prostate cancer. Endoglin levels in both urine and serum may aid in prostate cancer detection and prognostication. In the present study, we show that endoglin is increased in urine collected after DRE from men with prostate cancer on biopsy compared to men without prostate cancer, and that post-DRE urinary endoglin levels are predictive of prostate cancer in a cohort of men at increased risk by PSA and DRE criteria. [PMID:19004009]",The same group also reported Endoglin is upregulated in prostatic fluid of men with large volume prostate cancer|High CD105 expression.,ENG
152,A0282,UPKB:Q9UHK6,Alpha-methylacyl-CoA racemase (AMACR),increased AMACR level,risk,urine (UN:0001088),,prostate cancer (DOID:10283),protein,"AMACR was detected in the urine in 18 of 26 patients (69%). AMACR was detected in all 12 patients with biopsy confirmed adenocarcinoma of the prostate (100 sensitivity, 95% CI 75 to 100), in 5 of 12 with no evidence of cancer on biopsy (58% specificity, 95% CI 29 to 78) and in 1 of 2 (50%, 95% CI 3 to 80) with atypia on biopsy. Overall AMACR detection was associated with cancer status by prostate biopsy in 21 of 26 patients (86%). A screening test based on urinary AMACR may develop into a useful adjunct to serum prostate specific antigen and digital rectal examination for identifying men at increased risk for harboring prostate cancer despite negative biopsy. Such a test has potential application for stratifying patients into low and high risk groups for surveillance vs repeat biopsy. [PMID:15371879]",This is a high sensitivity (100%) but low specificity (58%) marker|LOINC code not in cited specimen type: 82221-3|Alpha-methylacyl CoA racemase [enzymatic activity/mass] in fibroblast|Increased AMACR expression,AMACR
153,A0283,UPKB:P12268,Inosine 5'-monophosphate dehydrogenase type II (IMPDH2),increased IMPDH2 level,prognostic,ovary (UN:0000992),,ovarian cancer (DOID:2394),protein,"IMPDH2 is highly expressed in ovarian cancer and correlates with prognosis, which may serve as a potential prognostic biomarker. [PMID:32305001]",Higher mRNA levels of IMPDH2,IMPDH2
154,A0286,MRB:MIMAT0000103,miRNA-106a-5p (MIR‑106A-5P),increased MIR-106A-5P level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),RNA,miR-106a-5p was found to be significantly (p < 0.05) upregulated in BC tissue samples compared to paired adjacent healthy tissue samples. [PMID:26276721],Upregulated,MIR‑106A-5P
155,A0287,MRB:MI0003135,miRNA-495 (MIR‑495),decreased MIR-495 level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),RNA,"Results showed differential pattern of expressions of these miRNAs in multiple cohorts, however in early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. In addition, these miRNAs were also significantly associated with cancer and ErbB signaling pathways. The present study delineated the importance of miR-195-5p and miR-495 miRNAs as prospective circulating surrogate molecular signatures for early detection of breast cancer. [PMID:26276721]",Downregulated of MIR-495,MIR‑495
156,A0288,MRB:MIMAT0003885,miRNA-454-3p (MIR‑454-3P),increased MIR-454-3P level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),RNA,"Results showed differential pattern of expressions of these miRNAs in multiple cohorts, however in early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. In addition, these miRNAs were also significantly associated with cancer and ErbB signaling pathways. [PMID:26276721]",Upregulated of MIR-454-3P,MIR‑454-3P
157,A0289,MRB:MIMAT0000461,miRNA-195-5p (MIR‑195-5P),decreased MIR-195-5P level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),RNA,"In early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. Results showed differential pattern of expressions of these miRNAs in multiple cohorts, however in early stage breast cancer, miR-106a-5p and miR-454-3p were upregulated (p < 0.05), miR-195-5p and miR-495 were downregulated (p < 0.05) in PBMCs. In addition, these miRNAs were also significantly associated with cancer and ErbB signaling pathways. [PMID:32259560]",Downregulation of MIR-195-5P,MIR‑195-5P
158,A0290,UPKB:Q13018,Secretory phospholipase A2 receptor (PLA2R1),decreased PLA2R1 level,prognostic,thyroid gland (UN:0002046),,thyroid gland cancer (DOID:1781),gene,The main objective of this study was to characterize the stage-specific deregulation in genes and miRNA expression in PTC to identify potential prognostic biomarkers. LTF and PLA2R1 were identified as two promising biomarkers down-regulated in a subgroup of stage I (both in TCGA and in the validation data set) and in the majority of stage IV of PTC (in TCGA data set). [PMID:31965517],,PLA2R1
159,A0291,UPKB:O15554,Intermediate conductance calcium-activated potassium channel protein 4 (KCNN4),increased KCNN4 level,prognostic,thyroid gland (UN:0002046),,thyroid gland cancer (DOID:1781),gene,"We examined expression of KCNN4 in public databases and discovered that it is upregulated in PTC. These results suggest that KCNN4 promotes PTC progression by inducing epithelial-mesenchymal transition and suppressing apoptosis, which suggests KCNN4 may be a useful diagnostic and prognostic biomarker of PTC. [PMID:32857728]",Also a diagnostic biomarker|Upregulation of KCNN4 levels,KCNN4
160,A0292,NCIT:C1297,8-Hydroxy-2-deoxyguanosine (8-OHDG),increased 8-OHDG level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),metabolite,The concentrations of 8-OHdG were significantly increased in the BC group (55.2 ng/dL) compared with the benign tumor group (30.2 ng/dL) and with the healthy control group (9.08 ng/dL). [PMID:30683611],,8-OHDG
161,A0293,UPKB:O00300,Tumor necrosis factor receptor superfamily member 11B (TNFRSF11B),increased TNFRSF11B level,risk,blood (UN:0000178),,breast cancer (DOID:1612),protein,"Especially in women with ER+ disease, higher circulating OPG concentrations were associated with higher risk of breast cancer-specific. High pre-diagnosis endogenous concentrations of OPG, the decoy receptor for RANKL, were associated with increased risk of death after a breast cancer diagnosis, especially in those with ER+ disease. [PMID:30348163]",EDRN biomarker|Increased OPG concentration,TNFRSF11B
162,A0294,NCIT:C179394,Plasma tumor DNA (PTDNA),increased PTDNA level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),DNA,"This prospective study demonstrates accurate mutation detection in tumor tissues using ddPCR, and that ptDNA can be detected in blood before and after surgery in patients with early-stage breast cancer. [PMID:24504125]",,PTDNA
163,A0295,UPKB:Q96R06,Sperm-associated antigen 5 (SPAG5),increased SPAG5 level,prognostic,ovary (UN:0000992),,ovarian cancer (DOID:2394),gene,These results suggest that high SPAG5 expression was correlated with multiple clinicopathological features of ovarian cancer and can be used as an evaluation indicator for a poor ovarian cancer prognosis. [PMID:31985007],High SPAG5 expression,SPAG5
164,A0296,UPKB:Q06830,Peroxiredoxin-1 (PRDX-1),increased PRDX-1 level,prognostic,ovary (UN:0000992),,ovarian cancer (DOID:2394),protein,"Multivariate analysis showed that a high expression of PRDX-1 is an independent prognostic factor of poor, overall survival (P<0.002) and a disease-free survival (P<0.01). [PMID:31559796]",High expression of PRDX-1,PRDX-1
165,A0297,UPKB:P04792,Heat shock protein beta-1 (HSPB1),increased HSPB1 level,prognostic,blood (UN:0000178),,ovarian cancer (DOID:2394),protein,"Taken together, our findings demonstrate that high levels of circulating HSP27 in serum are associated with improved overall survival of OC patients. [PMID:33130378]",,HSPB1
166,A0298,UPKB:Q9BYZ8,Regenerating islet-derived protein 4 (REG4),increased REG4 level,diagnostic,blood (UN:0000178),,ovarian cancer (DOID:2394),protein,"Finally, an ELISA based serum biomarker assay demonstrated increased expression only in patients with mucinous ovarian cancer. This study identifies REG4 as a potential serum biomarker for histotype-specific detection of mucinous ovarian cancer and suggests serum REG4 measurement as a non-invasive diagnostic tool for postoperative follow-up of patients with mucinous ovarian cancer. [PMID:26981633]",High REG4 expression,REG4
167,A0298,UPKB:Q9BYZ8,Regenerating islet-derived protein 4 (REG4),increased REG4 level,diagnostic,stomach (UN:0000945),,stomach cancer (DOID:10534),protein,"In the present study, we show that high expression of REG4 correlates with advanced stage and poor survival prognosis for gastric cancer patients. REG4 overexpression significantly enhances peritoneal metastasis by increasing adhesion ability. Moreover, SP1 is proved to be a transcription factor of REG4 and induce REG4 expression upon TGF-alpha stimulation. [PMID:27036049]",,REG4
168,A0299,RNAC:URS0000759B00,HOX transcript antisense RNA (HOTAIR),increased HOTAIR level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),RNA,"We measured the HOTAIR and GAPDH DNA in 24 randomly selected patients and 24 age-matched healthy individuals using the direct serum qPCR assay, and found that the relative concentration of HOTAIR DNA was significantly higher in the breast cancer patients than in healthy individuals, corresponding to an average fold change of 2.01 (P = 0.0008). [PMID:26033707]",,HOTAIR
169,A0300,RNAC:URS00008B9C5E,Long non-coding RNA H19 (LNCRNA H19),increased LNCRNA H19 level,diagnostic,blood (UN:0000178),,breast cancer (DOID:1612),RNA,The results revealed that the expression of H19 was significantly increased in BC tissues and plasma compared with healthy controls (P< 0.05). [PMID:27540977],Increased lncRNA H19 expression,LNCRNA H19
170,A0302,UPKB:P36956,Sterol regulatory element-binding protein 1 (SREBP1),increased SREBP1 level,diagnostic,thyroid gland (UN:0002046),,thyroid gland cancer (DOID:1781),protein,"The expression of SREBP1 was significantly different among DTCs, thyroid nodules and the adjacent normal tissues. SREBP1 was upregulated follow with the malignancy. [PMID:31887541]",Upregulation of SREBP1,SREBP1
171,A0303,,Differentiation antagonizing non-protein coding RNA (DANCR),decreased DANCR level,diagnostic,thyroid gland (UN:0002046),,thyroid gland cancer (DOID:1781),RNA,These results demonstrated that the expression of DANCR was notably decreased in tumor tissues in comparison with adjacent normal tissues. The present study demonstrated that DANCR was associated with PTC aggressive clinical features and may serve as a diagnostic biomarker for detecting PTC patients. [PMID:30910839],Down-regulation of DANCR,DANCR
172,A0304,UPKB:P12429,Annexin A3 (ANXA3),decreased ANXA3 level,prognostic,prostate gland (UN:0002367),,prostate cancer (DOID:10283),protein,"ANXA3 represents a promising candidate tissue marker, and when combined with the standard prognostic parameters, is suggested to provide a more precise prediction of prognosis in the individual patient, therefore harboring the potential to contribute to future patient management. [PMID:18222597]",Decreased ANXA3 expression,ANXA3
173,A0305,UPKB:Q5TGI4,Sterile alpha motif domain-containing protein 5 (SAMD5),increased SAMD5 level,prognostic,prostate gland (UN:0002367),,prostate cancer (DOID:10283),gene,"SAMD5 mRNA was shown to be up-regulated in multiple microarray datasets of prostate cancer with the strict statistic criteria: p<0.01 and fold change >/=2. In TCGA_PCa cohort study, high expression of SAMD5 was a risk factor for patients on post-operative BCR (HR 2.181, 95%CI 1.199–3.966, p=0.011) and this predictive ability was independent of Gleason score and pathologic T stage (HR 2.018, 95%CI 1.102–3.698, p=0.023). In another validating cohort study, the statistic trend was similar, and the pooled analysis by combining the two cohort study further confirmed its prognostic effect. [PMID:30739268]",,SAMD5
